Segment,ID,Sale,Annual_mile,Discount_rate,BEV_cost_adjust_2020,refuel_time_avail,time_penalty,Annual_mile_avg,Lifetime,Maintainence_DV,Maintainence_BEV,Maintainence_FCHEV,Idling_hour,Other_incentive_2020,Other_incentive_yearly_change
Day_cab,22,10.0,45192.36925880222,0.05814202009994504,1.0826601500632227,985.218884225115,34.672727382156395,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,23,10.0,69270.78551113984,0.0831624397387119,0.9293906130062659,865.8329587930282,87.89367530986961,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,24,10.0,6933.654289119875,0.060909001417907935,0.9644004321829057,265.77453435605804,58.20657457035255,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,25,10.0,36968.34168003931,0.0722976466611832,1.1147202081614918,792.2453533537453,61.87953683594307,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,26,10.0,138297.5948194838,0.0799760211774174,1.0562020318812888,731.0916340672549,32.71823464149962,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,27,10.0,88285.53147785839,0.07073525604389812,0.897042650576483,302.3929037810216,39.84682113897524,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,28,10.0,42214.911400443634,0.02668159540714346,0.946461648555145,627.2540259694152,29.090574200011847,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,29,10.0,36080.65676805851,0.0605197337871618,1.0819679920076222,872.6758539799722,65.06930953082454,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,30,10.0,42250.79289001398,0.16759805071817785,0.8439501481096114,271.63293066744853,21.484840366905146,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,31,10.0,38045.19549764742,0.06369828582269868,0.9686861492803368,478.6713507821764,45.09250441589121,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,32,10.0,67828.60705090908,0.13385705382921126,0.9705123698236725,1186.5033515546277,64.5098874740761,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,33,10.0,24461.361871494064,0.061051060050133825,1.0714949946237438,425.83070009501586,62.09377183073178,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,34,10.0,29557.646530169037,0.13136632937010453,0.9392420573419944,309.3725732504151,33.49723101200267,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,35,10.0,74081.46699949668,0.0476509346192202,1.0048944630112708,181.44620042346153,127.68021536009557,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,36,10.0,40963.50365648976,0.06361513103802217,0.9279516623792493,407.4269258016462,34.122156641227605,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,37,10.0,99147.7480628298,0.045065058426149336,1.0895000938790005,609.4599002799657,59.09546648245673,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,38,10.0,118133.28159929397,0.07663580375368023,1.0354258066948123,1265.403100143777,15.971724640940621,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,39,10.0,16131.145008584965,0.08614476975007346,1.1096764724354364,641.2292358616373,54.431397474380326,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,40,10.0,79167.5234428482,0.07569461805969309,1.064109730603792,587.4235783953354,29.60713697320782,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,41,10.0,30061.777758880122,0.04164608688580704,0.9469794725102066,1549.7143723185789,25.145849988803594,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,42,10.0,24503.52155121884,0.044730542560974265,0.9215765957772936,1212.1269098304972,23.620531233762073,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,43,10.0,41997.37009132044,0.060986473964463474,0.9816200568479693,1189.7621120833994,47.94944632909665,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,44,10.0,11038.877766166455,0.046589474539877634,0.9907521338245175,828.4901742049465,37.17335183950461,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,45,10.0,44290.26395109995,0.2250741829130159,0.9450502667636609,807.4045112436077,34.40238331313545,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,46,10.0,111518.47885025058,0.09063491634626779,1.1155903909397142,600.5559572845642,25.69951018457755,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,47,10.0,51922.134039041484,0.12465776988442774,1.1754336324244896,746.9838841000034,44.335263354027084,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,48,10.0,86288.67291872154,0.10471736143864259,1.0201537969037955,1257.2684993259682,52.3827979297,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,49,10.0,137021.53516380486,0.043145438167732995,0.9102906002492637,915.5218715636869,34.27554281952755,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,50,10.0,85224.39136098341,0.03755124530144161,1.069169786720663,813.1185228984339,36.308782538477395,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,51,10.0,16374.413538201728,0.037072912669693904,1.1444859497624296,822.2170252857121,28.9637218179079,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,52,10.0,52689.710603900174,0.1441914728414734,1.0679952715257799,602.0223793267013,31.342170032585138,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,53,10.0,49042.23677003481,0.10373828168651905,1.1358707230287044,903.3986526450336,40.26067684358628,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,54,10.0,32872.46423447263,0.1772320028542121,1.0766062445689915,363.47642739580135,79.60210226227822,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,55,10.0,47350.5448208631,0.02105241814535284,1.0717192498204238,943.8284196716197,35.89804229078485,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,56,10.0,121031.44990237929,0.021514405505864517,1.1258587901949715,1456.1357492853756,39.318217207078234,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,57,10.0,41660.206735793305,0.026971576401207658,0.8765495666484447,572.4171397378088,21.37820450684296,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,58,10.0,75568.77173442954,0.05156507426622407,1.0600290509606254,715.3203200461465,44.36761716705348,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,59,10.0,111429.12961028844,0.029780284913931036,0.9245538601706339,1749.8664544730855,63.61193912664952,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,60,10.0,59717.68051086339,0.06317288347659243,0.9697703252489069,394.0507776802545,38.06075135350997,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,61,10.0,53523.20487227143,0.012597203907972922,1.1244540780639165,212.92378865471716,66.21770652945615,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,62,10.0,31910.51461347363,0.058374081808649926,1.1299833324407362,660.2465303963562,15.290493458307644,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,63,10.0,28465.506836832454,0.027815800909609223,1.1206574336021102,269.8481328780829,30.037545954010465,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,64,10.0,109947.80613005343,0.05315999930775562,1.028423138401375,368.970084560936,59.59831411160047,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,65,10.0,75425.28833967562,0.05927707086719592,0.9409582684308656,658.2704058427917,70.90542313227193,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,66,10.0,111081.77846339837,0.20740326087660402,1.0580650097677138,569.9086164901943,64.7492071200681,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,67,10.0,93620.97745108118,0.07638165189285996,1.1432712141676535,469.05581649053227,38.726813176392824,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,68,10.0,48034.80384606939,0.06321140918448388,0.9413169813824547,465.01146458150544,36.820209879436284,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,69,10.0,13460.045709293945,0.1212114497271466,0.9342251695814203,694.2333899893276,50.91179696294941,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,70,10.0,82207.96135445987,0.04262638119016439,0.9791909019863317,1241.538151276016,55.848072999282486,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,71,10.0,60020.04062569938,0.09975681213185514,1.1192848592752782,758.9090040720749,22.480863101332584,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,72,10.0,93541.50428149408,0.07454214251892387,1.2045451785606618,227.04129920993677,35.54993368533394,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,73,10.0,35447.39693595772,0.06208844816054992,0.9460139609322539,395.3104817708677,19.72615341726809,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,74,10.0,11749.073783043395,0.018355639913748584,1.2006531535622624,540.1836490479935,23.488396673438526,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,75,10.0,13553.353887051362,0.0686508396913334,1.02192922450488,1761.1645713988491,52.97198122536025,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,76,10.0,73736.4120950709,0.14146456683833958,0.8936628426105201,517.7602528183795,39.772251417728675,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,77,10.0,102410.13465013175,0.034743850092416276,1.0207998021031404,972.5800957553788,56.63065917825876,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,78,10.0,85023.66737311574,0.07422942300177375,1.1865984193749155,853.0962434184696,50.194064839909615,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,79,10.0,53070.41229092152,0.11119605876260591,1.0325743331683828,230.68522519922172,20.759735649585277,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,80,10.0,28695.022556652504,0.10076809142391,0.9672375926033276,1311.1668669765945,54.85847568295772,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,81,10.0,70535.97955856993,0.11411134795594031,0.9644183530659259,549.6460393341192,70.3991421099738,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,82,10.0,13693.762609772948,0.013835163240006455,1.0403201918377138,370.57549240396094,50.497322076037676,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,83,10.0,90300.05465333536,0.06687554595393104,0.8764167236125521,923.0351284577747,37.06886878768963,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,84,10.0,43787.0762580293,0.02780079223388543,1.0743165725837616,882.5656520740079,72.32136349384466,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,85,10.0,95239.40933916342,0.006875202270867123,0.9844118262048018,940.1671568696479,79.60143113595211,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,86,10.0,51258.939575685356,0.08983385516997701,0.9714008669306669,1752.5459370489905,19.212851398562442,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,87,10.0,40992.87797434014,0.07747275085358009,0.9560404698255637,603.172080926577,47.15508876582694,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,88,10.0,56645.06277685934,0.10232814937115521,1.1405327980575382,1754.7364408188203,74.21246239589117,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,89,10.0,75256.0863598212,0.02919331511170091,1.0193148249992474,658.7163059204795,142.83286686669163,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,90,10.0,37949.38704641817,0.04863479264303797,0.9865359947369372,445.8903686761917,57.04463665973528,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,91,10.0,30234.67280504742,0.04249880339178452,0.7600684665578311,866.3290610766965,118.98289761092029,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,92,10.0,115951.51637870875,0.0723494633365318,1.039399530267927,1258.392672549409,29.910392151925397,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,93,10.0,50283.35405064465,0.0700948261832322,0.9423665157251178,772.465200337429,28.13657699418968,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,94,10.0,27437.907414984285,0.05106972488670494,1.0034130963062797,698.8761271002512,54.95991188905549,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,95,10.0,108752.71053283341,0.07740984043531005,0.8831362660378372,728.265555378151,41.14326790401669,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,96,10.0,59630.98988903499,0.02189283642243743,0.9923290998497794,359.6685087816414,123.43486420360512,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,97,10.0,31813.090969445133,0.13502963340597263,0.9407015017777443,640.8787353760256,37.054571642746694,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,98,10.0,80297.14765821368,0.05229237278126592,1.0087056050856185,2488.3079605674197,67.49379611528866,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,99,10.0,80611.39973161147,0.03743825398428258,1.0531790909528809,1701.0471042808072,15.128681049142848,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,100,10.0,49309.62854558596,0.08199510416751697,0.9212353108284616,1240.1182434515965,94.5954483430834,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,101,10.0,22521.367857445966,0.12087585982568082,1.032960520729936,783.2265397616034,32.71299744155022,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,102,10.0,13628.840145411388,0.06922460683178316,0.9376768217360959,735.0725718018513,32.75094012946547,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,103,10.0,46871.36023940027,0.03204159265086991,1.1750407167780585,644.2592830317828,101.57327324707013,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,104,10.0,30909.265361587535,0.04057666594963387,1.0895600996352075,306.8078347645328,62.47874851486438,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,105,10.0,98174.79444281221,0.05591825760468053,0.995859347013882,421.64681264389276,39.42364034016575,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,106,10.0,50453.33889722184,0.027377232008431486,0.9980266110625483,678.0368594811931,40.18008822921951,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,107,10.0,3913.586533687536,0.1013298602045505,0.9155260923506738,735.4032469858496,30.619854637401282,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,108,10.0,124817.07888930077,0.09924748139282683,1.066235993002744,305.1983331545026,58.91212811106384,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,109,10.0,17427.97804298904,0.044516851043691,1.0294000017766383,541.7904263076863,16.550048570888276,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,110,10.0,32543.48349646201,0.04799351963361137,0.9839432109201905,743.9494409913112,45.91472073649985,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,111,10.0,25357.459455458884,0.029122810435468476,1.115921497748231,730.6685355730837,26.756173613232686,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,112,10.0,43595.64652093226,0.060597536485734696,0.9389955319377258,419.70225080434386,44.919490332149955,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,113,10.0,31857.708488611872,0.05787391565749124,0.999908289426419,1093.8349558567456,49.81245619119914,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,114,10.0,110116.04998301093,0.04129809015699846,1.100880708321343,1154.8408689578653,31.016343318334517,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,115,10.0,84728.84554513736,0.037299900467974205,1.0364908540596893,966.7324880264015,93.47575380862128,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,116,10.0,119367.75637632699,0.07941819057623546,1.11218019455306,812.0253824251755,43.791560470448374,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,117,10.0,42545.16189947857,0.09623931396349751,1.3612318512197112,777.8207680931721,52.15585726502607,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,118,10.0,48586.74595651152,0.11974875027346774,1.187046975385088,1203.01753628841,53.35717091549329,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,119,10.0,252104.27680047764,0.12484378491399022,0.8623641366118823,615.6480247354297,33.24465036409484,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,120,10.0,14923.599293203488,0.05534279466528639,1.162188791980636,786.1349198290762,48.558217135448025,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,121,10.0,78156.3183206142,0.061568693068564065,1.1363447095938826,184.43337503607916,36.1484383455304,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,122,10.0,96895.9663716386,0.041348874525121995,0.9581308801105742,1133.8244731104576,74.18113599480515,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,123,10.0,19876.960611975366,0.05629454350192942,1.1105825976647232,805.6250579592147,38.20864195582855,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,124,10.0,32269.48275980194,0.094956826603506,1.022199642407641,433.3167137175905,33.45698008766574,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,125,10.0,112910.37202248028,0.07259227030147677,0.904106403705849,651.0169762143914,49.85391192649678,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,126,10.0,41329.80787205249,0.04820802100393292,1.0016038913128646,315.37452646767696,42.00328252164324,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,127,10.0,51510.60370911736,0.012444793248184755,1.0139480600945616,841.5865799214679,50.88951419489908,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,128,10.0,151447.81645974857,0.0466177853398365,1.027082647971405,467.41997915476026,50.020181244752926,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,129,10.0,34623.14137559813,0.08467617105912392,0.9943843581035349,546.9971088865451,36.75814945507957,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,130,10.0,158414.67414768724,0.07982551977137325,1.1423849823258316,606.6344507021734,51.07004868934947,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,131,10.0,23822.161185053654,0.04021092397673045,1.0307849510237252,680.9730127950104,77.97680750675934,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,132,10.0,47964.16990611752,0.026217116198452954,1.081140997956623,733.2624864764688,105.01433259715817,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,133,10.0,34741.77706560681,0.09805178630566136,1.1643958442115196,815.1916043386174,27.536409281806932,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,134,10.0,85698.48862041406,0.09104173254645528,1.2034875287929874,365.01138412368755,36.853836227045576,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,135,10.0,77370.84563326274,0.025178766303715162,0.8173906056572001,233.4636205063288,57.304055516050376,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,136,10.0,50535.49907445211,0.049050227374422294,0.887305051195586,1166.7191143071989,37.258433598000614,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,137,10.0,61085.15793031805,0.05193466955071793,1.0017957730165024,693.0263564480456,57.25581367758058,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,138,10.0,144402.7746533661,0.027855849502267754,0.9769163045362217,759.2333504713077,77.81826820933847,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,139,10.0,53624.166178101135,0.1751981158409222,1.146599480736268,338.596768704911,78.22521352619317,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,140,10.0,71446.13046211987,0.09868695072389297,0.9943170819929585,553.511390342772,38.621061891199844,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,141,10.0,67803.08476121309,0.06019492514919066,0.8401110796401459,658.2393789258268,28.221279232184347,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,142,10.0,112864.60595820365,0.09501514256530874,1.025756155158488,1111.768244787571,49.769196188617805,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,143,10.0,45510.8747939176,0.06529877723073134,1.051542756962903,532.1064590278124,87.72322575900904,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,144,10.0,70459.05716735219,0.06631235858526183,0.8913868591268925,831.7760717867219,19.037717366427987,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,145,10.0,61483.31282201714,0.08101445086145524,0.9423753953105879,1198.534436254069,26.93458628395362,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,146,10.0,20652.35735606379,0.04210620987628892,1.0679843456603133,916.0866281594731,53.994219003171494,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,147,10.0,52198.31880614578,0.1044971617548937,0.8878865902503874,604.6193855922894,71.36049188031215,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,148,10.0,127855.69743019095,0.03480985774915539,1.0950658154767223,266.31425307005065,58.165090772823426,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,149,10.0,65528.599521997356,0.03338745514689122,0.988274958670605,809.2589541538616,23.048200053146513,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,150,10.0,77408.2328697017,0.07801140848699233,1.0858423687222711,803.9887680429902,104.6861256541307,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,151,10.0,28777.734446959046,0.054290980075440455,0.922036357345412,1527.7891000537181,55.725333070257086,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,152,10.0,182764.52511800075,0.055046935938476,0.9592103048412097,796.1988157553988,40.69638288107383,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,153,10.0,87904.02682579264,0.06989872001201394,1.0468765716169348,448.51656767789586,69.2013906653388,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,154,10.0,40959.18000653265,0.04493224818844877,1.044587714359186,1420.900852274851,28.031750832828255,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,155,10.0,81929.73738446046,0.09575594720411264,0.8813743378659689,1500.7634270785413,50.24273084634514,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
Day_cab,156,10.0,133085.54244225856,0.17936370413900074,0.8934488179958779,979.097684083201,65.45387734379086,57328.84945,10,11354.77447,6812.864683,6812.864683,0,0,0.0
